169, 208, 417, 266, 102, 39, 46, 50
197, 240, 496, 309, 87, 41, 48, 58
200, 257, 426, 312, 85, 42, 50, 67
204, 234, 387, 280, 70, 37, 49, 69
220, 307, 393, 256, 74, 47, 56, 81
217, 317, 386, 255, 73, 54, 96, 94
257, 453, 313, 207, 88, 98, 176, 208
303, 466, 284, 256, 143, 169, 242, 269
441, 588, 307, 314, 162, 184, 271, 354
599, 669, 308, 369, 197, 213, 372, 370
770, 697, 340, 479, 292, 312, 561, 524
885, 629, 339, 563, 359, 337, 695, 607
1095, 681, 312, 548, 365, 326, 884, 790
1205, 603, 287, 525, 380, 349, 894, 788
1179, 555, 295, 595, 391, 377, 873, 821
1105, 563, 265, 523, 342, 335, 797, 751
1093, 564, 244, 467, 328, 321, 707, 686
995, 589, 262, 541, 335, 323, 516, 562
921, 611, 273, 556, 324, 299, 526, 571
943, 593, 253, 460, 303, 252, 577, 588
941, 588, 250, 468, 350, 217, 624, 582
977, 650, 237, 450, 317, 212, 704, 650
957, 608, 229, 387, 291, 229, 756, 639
914, 598, 218, 373, 307, 230, 809, 633
1000, 601, 219, 394, 317, 306, 851, 591
1067, 586, 221, 390, 279, 312, 843, 681
1105, 532, 218, 395, 275, 315, 910, 734
1114, 526, 214, 362, 275, 285, 887, 762
1121, 502, 204, 444, 297, 300, 869, 766
1069, 465, 196, 436, 285, 218, 823, 794
1059, 449, 191, 464, 275, 209, 905, 758
950, 455, 243, 436, 273, 195, 786, 635
939, 471, 249, 477, 307, 228, 756, 527
934, 551, 252, 480, 294, 211, 766, 509
940, 552, 263, 538, 289, 211, 764, 463
888, 542, 278, 597, 318, 218, 685, 432
858, 557, 250, 611, 307, 209, 745, 452
799, 522, 245, 631, 278, 183, 778, 460
817, 509, 244, 626, 260, 166, 796, 445
799, 527, 244, 589, 285, 170, 835, 447
837, 523, 220, 538, 240, 145, 858, 487
908, 489, 195, 570, 251, 140, 787, 478
1069, 559, 203, 603, 285, 124, 856, 583
1046, 513, 238, 659, 294, 178, 811, 618
1074, 529, 243, 713, 332, 185, 746, 679
1123, 573, 242, 759, 381, 200, 672, 637
1126, 592, 242, 767, 377, 199, 731, 643
957, 519, 222, 734, 373, 215, 597, 528
945, 497, 174, 646, 349, 171, 593, 497
866, 441, 162, 580, 310, 158, 582, 404
748, 434, 162, 472, 246, 144, 541, 379
638, 428, 161, 407, 242, 146, 459, 366
658, 511, 162, 353, 191, 120, 426, 358
611, 506, 185, 389, 215, 140, 390, 329
659, 571, 228, 477, 199, 143, 408, 396
623, 531, 223, 496, 181, 132, 401, 394
646, 530, 221, 525, 181, 126, 357, 365
624, 468, 233, 564, 195, 132, 343, 369
696, 518, 222, 550, 230, 125, 385, 403
612, 456, 179, 550, 271, 133, 475, 363
661, 504, 220, 645, 323, 137, 528, 414
707, 466, 242, 680, 344, 176, 596, 453
783, 474, 230, 661, 347, 172, 587, 498
730, 433, 222, 655, 325, 161, 567, 468
806, 456, 212, 682, 301, 144, 464, 432
763, 442, 184, 597, 276, 154, 423, 402
781, 454, 175, 638, 268, 114, 357, 378
744, 436, 184, 648, 268, 146, 398, 319
775, 454, 204, 717, 299, 143, 390, 355
746, 431, 190, 648, 285, 148, 570, 427
767, 474, 192, 673, 274, 144, 591, 424
692, 511, 181, 584, 300, 145, 590, 449
614, 490, 194, 655, 321, 133, 572, 444
643, 470, 199, 588, 307, 162, 635, 485
641, 480, 231, 691, 322, 172, 530, 461
619, 418, 233, 749, 328, 168, 562, 479
622, 356, 221, 779, 295, 169, 557, 442
647, 408, 218, 697, 281, 165, 558, 451
634, 429, 236, 757, 285, 156, 562, 431
675, 523, 284, 720, 325, 162, 543, 431
672, 577, 288, 699, 332, 170, 502, 451
703, 633, 307, 731, 337, 175, 506, 472
712, 641, 315, 799, 345, 165, 509, 456
695, 639, 307, 762, 330, 156, 404, 414
649, 553, 245, 689, 298, 149, 382, 393
744, 516, 257, 662, 278, 135, 347, 359
731, 521, 233, 652, 273, 126, 395, 369
756, 484, 207, 581, 240, 125, 449, 438
